id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1452160172147625989,1452160172147625989,2021-10-24 14:28:59 Malay Peninsula Standard Time,2021-10-24,14:28:59,+0800,241394761,pnppio,Philippine National Police,, https://t.co/YesJ0hV8P9,zxx,[],['https://www.facebook.com/100064842182421/posts/253205783517493/?d=n'],[],0,3,18,[],[],https://twitter.com/pnppio/status/1452160172147625989,False,,0,,,,,,,,[],,,,
1452139193807765509,1452139193807765509,2021-10-24 13:05:37 Malay Peninsula Standard Time,2021-10-24,13:05:37,+0800,241394761,pnppio,Philippine National Police,,"COP, SUSPECTED OF ILLEGAL ARMS SALE, KILLED IN MASBATE OPS   Read more: https://t.co/EKyB8Vcwl5   https://t.co/ZOAHfB3g99  https://t.co/AEBYuOuwHX  https://t.co/vS9Sq0bGS1",en,[],"['https://pnp.gov.ph/index.php/news-and-information/5238-cop-suspected-of-illegal-arms-sale-killed-in-masbate-ops', 'http://facebook.com/GeneralEleazar', 'http://facebook.com/pulismagiting']",[],0,16,53,[],[],https://twitter.com/pnppio/status/1452139193807765509,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1452138458017722376/pu/img/zy3LTz2WzMmxr-A4.jpg,,,,,,,[],,,,
1452134216401965061,1452134216401965061,2021-10-24 12:45:51 Malay Peninsula Standard Time,2021-10-24,12:45:51,+0800,241394761,pnppio,Philippine National Police,,DAVAO ORIENTAL COPS BUILD HOUSE FOR EX-REBEL’S FAMILY   Read more: https://t.co/SyWESNKEKA  #PulisNgPilipino #WeServeAndProtect #IntensifiedCleanlinessPolicy   https://t.co/txtYyrzpsG  https://t.co/YC5CvKagOX  https://t.co/ZOAHfB3g99  https://t.co/AEBYuOuwHX  https://t.co/eaCIAQ8Avs,en,[],"['https://pnp.gov.ph/index.php/news-and-information/5237-davao-oriental-cops-build-house-for-ex-rebel-s-family', 'http://pnp.gov.ph', 'https://twitter.com/pnppio', 'http://facebook.com/GeneralEleazar', 'http://facebook.com/pulismagiting']","['https://pbs.twimg.com/media/FCcEVuaVEAIlJ5g.jpg', 'https://pbs.twimg.com/media/FCcEVuxUUAEfl-C.jpg', 'https://pbs.twimg.com/media/FCcEVvhVQAUbZDI.jpg']",0,8,47,"['pulisngpilipino', 'weserveandprotect', 'intensifiedcleanlinesspolicy']",[],https://twitter.com/pnppio/status/1452134216401965061,False,,1,https://pbs.twimg.com/media/FCcEVuaVEAIlJ5g.jpg,,,,,,,[],,,,
1452126505203474433,1452126505203474433,2021-10-24 12:15:12 Malay Peninsula Standard Time,2021-10-24,12:15:12,+0800,241394761,pnppio,Philippine National Police,,"Happening Now: Chief Philippine National Police (CPNP) Police General Guillermo Lorenzo T Eleazar visits the Misamis Oriental Police Provincial Office at San Martin, Villanueva, Misamis Oriental today (October 24, 2021).    https://t.co/tS9LCcc8Sh",en,[],['https://fb.watch/8QBR0L5BYP/'],[],0,7,33,[],[],https://twitter.com/pnppio/status/1452126505203474433,False,,0,,,,,,,,[],,,,
1452115245896372229,1452115245896372229,2021-10-24 11:30:28 Malay Peninsula Standard Time,2021-10-24,11:30:28,+0800,241394761,pnppio,Philippine National Police,,"Happening Now: Chief Philippine National Police (CPNP) Police General Guillermo Lorenzo T Eleazar visits the Misamis Oriental Police Provincial Office at San Martin, Villanueva, Misamis Oriental today (October 24, 2021).    https://t.co/xkAkt9y3BP",en,[],['https://fb.watch/8Qzd6jQnnL/'],[],0,9,26,[],[],https://twitter.com/pnppio/status/1452115245896372229,False,,0,,,,,,,,[],,,,
1452099198858326022,1452099198858326022,2021-10-24 10:26:42 Malay Peninsula Standard Time,2021-10-24,10:26:42,+0800,241394761,pnppio,Philippine National Police,,"Inspection: Malaybalay City Police Station | October 23, 2021  https://t.co/X6DZJ7mOZe",en,[],['https://www.facebook.com/100044524385640/posts/419009576259852/?d=n'],[],0,3,18,[],[],https://twitter.com/pnppio/status/1452099198858326022,False,,0,,,,,,,,[],,,,
1452079652776775683,1452079652776775683,2021-10-24 09:09:02 Malay Peninsula Standard Time,2021-10-24,09:09:02,+0800,241394761,pnppio,Philippine National Police,,"UPDATE: PNP Health Service recorded the following total number of confirmed COVID-19 cases, death and recoveries on October 24, 2021:   #PulisNgPilipino #WeServeAndProtect #COVID19 #coronavirus #COVID19PH  https://t.co/txtYyrzpsG  https://t.co/5enzGQHK0a  https://t.co/EyNPCuygbF  https://t.co/Bm3DJTQDEm",en,[],"['http://pnp.gov.ph', 'https://facebook.com/GeneralEleazar', 'https://facebook.com/pulismagiting']",['https://pbs.twimg.com/media/FCbSuS-UYAAMzsV.jpg'],0,7,28,"['pulisngpilipino', 'weserveandprotect', 'covid19', 'coronavirus', 'covid19ph']",[],https://twitter.com/pnppio/status/1452079652776775683,False,,1,https://pbs.twimg.com/media/FCbSuS-UYAAMzsV.jpg,,,,,,,[],,,,
1452060884801445889,1452060884801445889,2021-10-24 07:54:27 Malay Peninsula Standard Time,2021-10-24,07:54:27,+0800,241394761,pnppio,Philippine National Police,, https://t.co/APGNtDofdA,zxx,[],['https://www.facebook.com/GeneralEleazar/videos/246789280809520/'],[],0,2,20,[],[],https://twitter.com/pnppio/status/1452060884801445889,False,,0,,,,,,,,[],,,,
1451866701671194630,1451866701671194630,2021-10-23 19:02:50 Malay Peninsula Standard Time,2021-10-23,19:02:50,+0800,241394761,pnppio,Philippine National Police,,Subaybayan ang Barangayanihan ng “Valley Cops” sa mga nasalanta ng Bagyong Maring sa Cagayan. Tunghayan din ang istorya ng pag-aayos ng mga kabahayan at pagbibigay ng kabuhayan sa mga residente ng Pinamalayan ng mga tauhan ng Municipal Police Station doon.  https://t.co/0lN8fKu7mr,tl,[],['https://fb.watch/8PFlRsiwpE/'],[],1,11,38,[],[],https://twitter.com/pnppio/status/1451866701671194630,False,,0,,,,,,,,[],,,,
1451854646977335298,1451854646977335298,2021-10-23 18:14:56 Malay Peninsula Standard Time,2021-10-23,18:14:56,+0800,241394761,pnppio,Philippine National Police,,"Command Visit: Lanao del Norte Police Provincial Office | October 22, 2021    https://t.co/lRzbLqr91r",ro,[],['https://www.facebook.com/100044524385640/posts/418804959613647/?d=n'],[],0,2,19,[],[],https://twitter.com/pnppio/status/1451854646977335298,False,,0,,,,,,,,[],,,,
1451807349375586308,1451807349375586308,2021-10-23 15:07:00 Malay Peninsula Standard Time,2021-10-23,15:07:00,+0800,241394761,pnppio,Philippine National Police,, https://t.co/wQYg4CfLxd,zxx,[],['https://fb.watch/8PrxG0EI0L/'],[],0,2,20,[],[],https://twitter.com/pnppio/status/1451807349375586308,False,,0,,,,,,,,[],,,,
1451800962247495682,1451800962247495682,2021-10-23 14:41:37 Malay Peninsula Standard Time,2021-10-23,14:41:37,+0800,241394761,pnppio,Philippine National Police,, https://t.co/taBjiLwi2P,zxx,[],['https://www.facebook.com/GeneralEleazar/videos/1066771767472687/?vh=e'],[],0,2,18,[],[],https://twitter.com/pnppio/status/1451800962247495682,False,,0,,,,,,,,[],,,,
1451800607329644544,1451800607329644544,2021-10-23 14:40:12 Malay Peninsula Standard Time,2021-10-23,14:40:12,+0800,241394761,pnppio,Philippine National Police,,ELEAZAR TAPS PNP-ACG TO HELP STOP PASSPORT APPOINTMENT FOR A FEE MODUS ON SOCIAL MEDIA   Read more: https://t.co/vRYC5SKcKx  #PulisNgPilipino #WeServeAndProtect #IntensifiedCleanlinessPolicy  #AntiCybercrimeGroup   https://t.co/ZOAHfB3g99  https://t.co/AEBYuOuwHX  https://t.co/5vj8FMSFI0,en,[],"['https://pnp.gov.ph/index.php/news-and-information/5236-eleazar-taps-pnp-acg-to-help-stop-passport-appointment-for-a-fee-modus-on-social-media', 'http://facebook.com/GeneralEleazar', 'http://facebook.com/pulismagiting']",[],0,18,51,"['pulisngpilipino', 'weserveandprotect', 'intensifiedcleanlinesspolicy', 'anticybercrimegroup']",[],https://twitter.com/pnppio/status/1451800607329644544,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1451800252827062277/pu/img/Plh7GtWd_9ERF5AL.jpg,,,,,,,[],,,,
1451799613069934596,1451799613069934596,2021-10-23 14:36:15 Malay Peninsula Standard Time,2021-10-23,14:36:15,+0800,241394761,pnppio,Philippine National Police,,ELEAZAR CAUTIONS PUBLIC VS RT-PCR TEST RESULT FAKERS  Read more: https://t.co/SN55qKuecd  #PulisNgPilipino #WeServeAndProtect #IntensifiedCleanlinessPolicy   https://t.co/txtYyrzpsG  https://t.co/YC5CvKagOX  https://t.co/ZOAHfB3g99  https://t.co/AEBYuOuwHX  https://t.co/0A00Yiw7TW,en,[],"['https://pnp.gov.ph/index.php/news-and-information/5235-eleazar-cautions-public-vs-rt-pcr-test-result-fakers', 'http://pnp.gov.ph', 'https://twitter.com/pnppio', 'http://facebook.com/GeneralEleazar', 'http://facebook.com/pulismagiting']",[],0,16,43,"['pulisngpilipino', 'weserveandprotect', 'intensifiedcleanlinesspolicy']",[],https://twitter.com/pnppio/status/1451799613069934596,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1451799202762166273/pu/img/aPDRBYdRxIrUN8VT.jpg,,,,,,,[],,,,
1451798542444417029,1451798542444417029,2021-10-23 14:32:00 Malay Peninsula Standard Time,2021-10-23,14:32:00,+0800,241394761,pnppio,Philippine National Police,,PNP CHIEF SEES NEAR END TO 50-YEAR COMMUNIST INSURGENCY    Read more: https://t.co/QawcCtTP0Z  #PulisNgPilipino #WeServeAndProtect #IntensifiedCleanlinessPolicy  #NTFELCAC   https://t.co/txtYyrzpsG  https://t.co/YC5CvKagOX  https://t.co/ZOAHfB3g99  https://t.co/AEBYuOuwHX  https://t.co/AMLuuOhhHH,en,[],"['https://pnp.gov.ph/index.php/news-and-information/5234-pnp-chief-sees-near-end-to-50-year-communist-insurgency', 'http://pnp.gov.ph', 'https://twitter.com/pnppio', 'http://facebook.com/GeneralEleazar', 'http://facebook.com/pulismagiting']",[],1,14,41,"['pulisngpilipino', 'weserveandprotect', 'intensifiedcleanlinesspolicy', 'ntfelcac']",[],https://twitter.com/pnppio/status/1451798542444417029,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1451798090214641675/pu/img/NB6n0HD0aU_p-7N1.jpg,,,,,,,[],,,,
1451784035143860224,1451784035143860224,2021-10-23 13:34:21 Malay Peninsula Standard Time,2021-10-23,13:34:21,+0800,241394761,pnppio,Philippine National Police,,ELEAZAR TASKS COPS TO WORK WITH LOCAL EXECS TO SECURE PILOT JAB SITES FOR MINORS   Read more: https://t.co/W1x4rJX6C1  #PulisNgPilipino #WeServeAndProtect #IntensifiedCleanlinessPolicy   https://t.co/txtYyrzpsG  https://t.co/YC5CvKagOX  https://t.co/ZOAHfB3g99  https://t.co/AEBYuOuwHX  https://t.co/nabOR5PQev,en,[],"['https://pnp.gov.ph/index.php/news-and-information/5233-eleazar-tasks-cops-to-work-with-local-execs-to-secure-pilot-jab-sites-for-minors', 'http://pnp.gov.ph', 'https://twitter.com/pnppio', 'http://facebook.com/GeneralEleazar', 'http://facebook.com/pulismagiting']",['https://pbs.twimg.com/media/FCXF4W8VIAI65AL.jpg'],0,6,23,"['pulisngpilipino', 'weserveandprotect', 'intensifiedcleanlinesspolicy']",[],https://twitter.com/pnppio/status/1451784035143860224,False,,1,https://pbs.twimg.com/media/FCXF4W8VIAI65AL.jpg,,,,,,,[],,,,
1451783030167670784,1451783030167670784,2021-10-23 13:30:21 Malay Peninsula Standard Time,2021-10-23,13:30:21,+0800,241394761,pnppio,Philippine National Police,,HONEST COPS RETURN BAG CONTAINING P20K TO OWNER   Read more: https://t.co/iPNM7PNrD6  #PulisNgPilipino #WeServeAndProtect #IntensifiedCleanlinessPolicy   https://t.co/txtYyrzpsG  https://t.co/YC5CvKagOX  https://t.co/ZOAHfB3g99  https://t.co/AEBYuOuwHX  https://t.co/E2OTKOWLDq,en,[],"['https://pnp.gov.ph/index.php/news-and-information/5232-honest-cops-return-bag-containing-p20k-to-owner', 'http://pnp.gov.ph', 'https://twitter.com/pnppio', 'http://facebook.com/GeneralEleazar', 'http://facebook.com/pulismagiting']",['https://pbs.twimg.com/media/FCXE9EHVQAYgKsh.jpg'],1,8,42,"['pulisngpilipino', 'weserveandprotect', 'intensifiedcleanlinesspolicy']",[],https://twitter.com/pnppio/status/1451783030167670784,False,,1,https://pbs.twimg.com/media/FCXE9EHVQAYgKsh.jpg,,,,,,,[],,,,
1451728958077030402,1451728958077030402,2021-10-23 09:55:30 Malay Peninsula Standard Time,2021-10-23,09:55:30,+0800,241394761,pnppio,Philippine National Police,,"Philippine National Police (PNP) Chief Police General Guillermo Lorenzo T. Eleazar Command Visit at Bukidnon Police Provincial Office in Camp Capt. Ramon M Onahon, Malaybalay City, Bukidnon on October 23, 2021.  https://t.co/gbFTYHBHl1",en,[],['https://fb.watch/8P9gFYkImb/'],[],0,6,29,[],[],https://twitter.com/pnppio/status/1451728958077030402,False,,0,,,,,,,,[],,,,
1451720202001862657,1451720202001862657,2021-10-23 09:20:42 Malay Peninsula Standard Time,2021-10-23,09:20:42,+0800,241394761,pnppio,Philippine National Police,, https://t.co/q87wv08Ag5,zxx,[],['https://fb.watch/8P7fieCU6d/'],[],0,3,19,[],[],https://twitter.com/pnppio/status/1451720202001862657,False,,0,,,,,,,,[],,,,
1451709020272619522,1451709020272619522,2021-10-23 08:36:16 Malay Peninsula Standard Time,2021-10-23,08:36:16,+0800,241394761,pnppio,Philippine National Police,,"UPDATE: PNP Health Service recorded the following total number of confirmed COVID-19 cases, death and recoveries on October 23, 2021:   #PulisNgPilipino #WeServeAndProtect #COVID19 #coronavirus #COVID19PH  https://t.co/txtYyrzpsG  https://t.co/5enzGQHK0a  https://t.co/EyNPCuygbF  https://t.co/k4pHT3b7rQ",en,[],"['http://pnp.gov.ph', 'https://facebook.com/GeneralEleazar', 'https://facebook.com/pulismagiting']",['https://pbs.twimg.com/media/FCWBo0dUUAIou_j.jpg'],0,9,26,"['pulisngpilipino', 'weserveandprotect', 'covid19', 'coronavirus', 'covid19ph']",[],https://twitter.com/pnppio/status/1451709020272619522,False,,1,https://pbs.twimg.com/media/FCWBo0dUUAIou_j.jpg,,,,,,,[],,,,
1451706413919596552,1451706413919596552,2021-10-23 08:25:55 Malay Peninsula Standard Time,2021-10-23,08:25:55,+0800,241394761,pnppio,Philippine National Police,, https://t.co/mZ5k1R7n2x  https://t.co/HqHwSg9daV,zxx,[],"['https://fb.watch/8P41iA5DdH/', 'https://fb.watch/8P41MAfjbD/']",[],0,3,16,[],[],https://twitter.com/pnppio/status/1451706413919596552,False,,0,,,,,,,,[],,,,
1451699696745922567,1451699696745922567,2021-10-23 07:59:13 Malay Peninsula Standard Time,2021-10-23,07:59:13,+0800,241394761,pnppio,Philippine National Police,, https://t.co/qeCNqabMzr,zxx,[],['https://www.facebook.com/GeneralEleazar/videos/421146109387721/'],[],0,3,18,[],[],https://twitter.com/pnppio/status/1451699696745922567,False,,0,,,,,,,,[],,,,
1451694084729425921,1451694084729425921,2021-10-23 07:36:55 Malay Peninsula Standard Time,2021-10-23,07:36:55,+0800,241394761,pnppio,Philippine National Police,,"Tunghayan ang “INTENSIFIED CLEANLINESS POLICY in the ranks; in the office; in the community” na pinapatupad ng ika-26 na Hepe ng Pambansang Pulisya ng Pilipinas, PGEN GUILLERMO LORENZO T ELEAZAR.  GeneralEleazar  https://t.co/EyNPCuygbF  https://t.co/eFOPa1aZ5E",tl,[],"['https://facebook.com/pulismagiting', 'https://fb.watch/8P18AzY3dR/']",[],0,11,37,[],[],https://twitter.com/pnppio/status/1451694084729425921,False,,0,,,,,,,,[],,,,
1451488975076487173,1451488975076487173,2021-10-22 18:01:53 Malay Peninsula Standard Time,2021-10-22,18:01:53,+0800,241394761,pnppio,Philippine National Police,, https://t.co/be4jbTjU6d,zxx,[],['https://www.facebook.com/100064842182421/posts/251801860324552/?d=n'],[],0,3,20,[],[],https://twitter.com/pnppio/status/1451488975076487173,False,,0,,,,,,,,[],,,,
1451488811225997316,1451488811225997316,2021-10-22 18:01:14 Malay Peninsula Standard Time,2021-10-22,18:01:14,+0800,241394761,pnppio,Philippine National Police,, https://t.co/9UUkbXB7SP,zxx,[],['https://fb.watch/8Ohnk-J_eZ/'],[],0,4,19,[],[],https://twitter.com/pnppio/status/1451488811225997316,False,,0,,,,,,,,[],,,,
1451451044907536384,1451451044907536384,2021-10-22 15:31:10 Malay Peninsula Standard Time,2021-10-22,15:31:10,+0800,241394761,pnppio,Philippine National Police,,"Inspection: Cagayan de Oro City Police Station 1 October 21, 2021    https://t.co/drdXnFfLwY",en,[],['https://www.facebook.com/100044524385640/posts/417948306365979/?d=n'],[],0,4,22,[],[],https://twitter.com/pnppio/status/1451451044907536384,False,,0,,,,,,,,[],,,,
1451450625233850368,1451450625233850368,2021-10-22 15:29:30 Malay Peninsula Standard Time,2021-10-22,15:29:30,+0800,241394761,pnppio,Philippine National Police,,"Happening Now: Chief Philippine National Police (CPNP) Police General Guillermo Lorenzo T Eleazar visits the Misamis Occidental Police Provincial Office at Camp Lucas Naranjo, Lower Lamac, Oroquieta City today (October 21, 2021).  https://t.co/zxRXkpNZka",en,[],['https://fb.watch/8O8tn9EE5V/'],[],0,11,29,[],[],https://twitter.com/pnppio/status/1451450625233850368,False,,0,,,,,,,,[],,,,
1451445414775820289,1451445414775820289,2021-10-22 15:08:48 Malay Peninsula Standard Time,2021-10-22,15:08:48,+0800,241394761,pnppio,Philippine National Police,,PNP CHIEF HAILS ARREST OF MAGUINDANAO MAYORAL BET; VOWS TO RUN AFTER POLITICAL ASPIRANTS WITH LINKS TO CRIME GROUPS   Read more: https://t.co/kHScN1R4vO  #WeServeAndProtect #IntensifiedCleanlinessPolicy  #AntiIllegalDrugsCampaign  https://t.co/ZOAHfB3g99  https://t.co/AEBYuOuwHX  https://t.co/ByWUUXTqKF,en,[],"['https://pnp.gov.ph/index.php/news-and-information/5230-pnp-chief-hails-arrest-of-maguindanao-mayoral-bet-vows-to-run-after-political-aspirants-with-links-to-crime-groups', 'http://facebook.com/GeneralEleazar', 'http://facebook.com/pulismagiting']",['https://pbs.twimg.com/media/FCSR5_TVIAM3glx.jpg'],0,18,53,"['weserveandprotect', 'intensifiedcleanlinesspolicy', 'antiillegaldrugscampaign']",[],https://twitter.com/pnppio/status/1451445414775820289,False,,1,https://pbs.twimg.com/media/FCSR5_TVIAM3glx.jpg,,,,,,,[],,,,
1451436618921828352,1451436618921828352,2021-10-22 14:33:50 Malay Peninsula Standard Time,2021-10-22,14:33:50,+0800,241394761,pnppio,Philippine National Police,, https://t.co/wyGAWAMnyn,zxx,[],['https://www.facebook.com/GeneralEleazar/videos/2949006028647667/'],[],0,2,15,[],[],https://twitter.com/pnppio/status/1451436618921828352,False,,0,,,,,,,,[],,,,
1451433714173419522,1451433714173419522,2021-10-22 14:22:18 Malay Peninsula Standard Time,2021-10-22,14:22:18,+0800,241394761,pnppio,Philippine National Police,,"Virtual Signing of the Memorandum of Agreement between the PNP and UP Manila and The Child Protection Network Foundation, Inc  https://t.co/xJzFSFqAHz",en,[],['https://www.facebook.com/100064842182421/posts/251704267000978/?d=n'],[],0,8,29,[],[],https://twitter.com/pnppio/status/1451433714173419522,False,,0,,,,,,,,[],,,,
1451418483938369536,1451418483938369536,2021-10-22 13:21:47 Malay Peninsula Standard Time,2021-10-22,13:21:47,+0800,241394761,pnppio,Philippine National Police,,"Philippine National Police (PNP) Chief Police General Guillermo Lorenzo T. Eleazar Command Visit at Lanao Del Norte Police Provincial Office in Camp Maj. Eduardo J Gallejo, Pigcaranan, Tubod, Lanao del Norte on October 22, 2021.   https://t.co/rQQrxzsByb",ro,[],['https://fb.watch/8O0_ZbsFhH/'],[],0,14,32,[],[],https://twitter.com/pnppio/status/1451418483938369536,False,,0,,,,,,,,[],,,,
1451416241134993409,1451416241134993409,2021-10-22 13:12:52 Malay Peninsula Standard Time,2021-10-22,13:12:52,+0800,241394761,pnppio,Philippine National Police,,"Rektang Konek Aksyon Agad | October 22, 2021  https://t.co/E2YlM04mud",tl,[],['https://fb.watch/8O0tJLohE8/'],[],0,10,29,[],[],https://twitter.com/pnppio/status/1451416241134993409,False,,0,,,,,,,,[],,,,
1451415987924856837,1451415987924856837,2021-10-22 13:11:52 Malay Peninsula Standard Time,2021-10-22,13:11:52,+0800,241394761,pnppio,Philippine National Police,,PNP CHIEF URGES PARENTS TO KEEP KIDS AT HOME UNDER ALERT LEVEL 3; TASKS COPS TO SECURE CEMETERIES NATIONWIDE AHEAD OF UNDAS    Reqd more: https://t.co/EqqoLwdRoI  #PulisNgPilipino #WeServeAndProtect #IntensifiedCleanlinessPolicy   https://t.co/ZOAHfB3g99  https://t.co/AEBYuOuwHX  https://t.co/ZIZjQ3zxwe,en,[],"['https://pnp.gov.ph/index.php/news-and-information/5229-pnp-chief-urges-parents-to-keep-kids-at-home-under-alert-level-3-tasks-cops-to-secure-cemeteries-nationwide-ahead-of-undas', 'http://facebook.com/GeneralEleazar', 'http://facebook.com/pulismagiting']",['https://pbs.twimg.com/media/FCR3JHGVkAMAW8Q.jpg'],0,14,33,"['pulisngpilipino', 'weserveandprotect', 'intensifiedcleanlinesspolicy']",[],https://twitter.com/pnppio/status/1451415987924856837,False,,1,https://pbs.twimg.com/media/FCR3JHGVkAMAW8Q.jpg,,,,,,,[],,,,
1451410731795042308,1451410731795042308,2021-10-22 12:50:59 Malay Peninsula Standard Time,2021-10-22,12:50:59,+0800,241394761,pnppio,Philippine National Police,,ELEAZAR SAYS DELTA SUB-VARIANT A REMINDER OF COVID THREAT; URGES CONTINUED PUBLIC VIGILANCE    Read more: https://t.co/EGiOAMay1o  #PulisNgPilipino #WeServeAndProtect #IntensifiedCleanlinessPolicy  #COVID19 #CoronavirusPandemic  https://t.co/ZOAHfB3g99  https://t.co/AEBYuOuwHX  https://t.co/EROcgGoydv,en,[],"['https://pnp.gov.ph/index.php/news-and-information/5228-eleazar-says-delta-sub-variant-a-reminder-of-covid-threat-urges-continued-public-vigilance', 'http://facebook.com/GeneralEleazar', 'http://facebook.com/pulismagiting']",['https://pbs.twimg.com/media/FCRyXEeVkAMgNnC.jpg'],0,9,23,"['pulisngpilipino', 'weserveandprotect', 'intensifiedcleanlinesspolicy', 'covid19', 'coronaviruspandemic']",[],https://twitter.com/pnppio/status/1451410731795042308,False,,1,https://pbs.twimg.com/media/FCRyXEeVkAMgNnC.jpg,,,,,,,[],,,,
1451406015883190273,1451406015883190273,2021-10-22 12:32:14 Malay Peninsula Standard Time,2021-10-22,12:32:14,+0800,241394761,pnppio,Philippine National Police,,COPS BUILD DAYCARE CENTER FOR TAGAKAULO GROUP IN DAVAO  Read more: https://t.co/Cc0X1lIPpU  #PulisNgPilipino #WeServeAndProtect #IntensifiedCleanlinessPolicy  #PulisMagiting  https://t.co/txtYyrzpsG  https://t.co/YC5CvKagOX  https://t.co/ZOAHfB3g99  https://t.co/AEBYuOuwHX  https://t.co/LTxIALyEhf,en,[],"['https://pnp.gov.ph/index.php/news-and-information/5227-cops-build-daycare-center-for-tagakaulo-group-in-davao', 'http://pnp.gov.ph', 'https://twitter.com/pnppio', 'http://facebook.com/GeneralEleazar', 'http://facebook.com/pulismagiting']",['https://pbs.twimg.com/media/FCRuDspVEAUVGRP.jpg'],0,15,34,"['pulisngpilipino', 'weserveandprotect', 'intensifiedcleanlinesspolicy', 'pulismagiting']",[],https://twitter.com/pnppio/status/1451406015883190273,False,,1,https://pbs.twimg.com/media/FCRuDspVEAUVGRP.jpg,,,,,,,[],,,,
1451382113350008833,1451382113350008833,2021-10-22 10:57:15 Malay Peninsula Standard Time,2021-10-22,10:57:15,+0800,241394761,pnppio,Philippine National Police,, https://t.co/16G5RfYaC1,zxx,[],['https://www.facebook.com/GeneralEleazar/videos/1069891217088907/'],[],0,3,17,[],[],https://twitter.com/pnppio/status/1451382113350008833,False,,0,,,,,,,,[],,,,
1451358864771719168,1451358864771719168,2021-10-22 09:24:52 Malay Peninsula Standard Time,2021-10-22,09:24:52,+0800,241394761,pnppio,Philippine National Police,,"Inspection: Cagayan de Oro City Police Station 3| October 21, 2021    https://t.co/Q6lWB3ZUGI",en,[],['https://www.facebook.com/100044524385640/posts/417581196402690/?d=n'],[],0,4,30,[],[],https://twitter.com/pnppio/status/1451358864771719168,False,,0,,,,,,,,[],,,,
1451338704748908555,1451338704748908555,2021-10-22 08:04:46 Malay Peninsula Standard Time,2021-10-22,08:04:46,+0800,241394761,pnppio,Philippine National Police,,"RECORDED EARLIER: Philippine National Police (PNP) Chief Police General Guillermo Lorenzo T. Eleazar leads the inauguration and blessing of the Iligan City Police Station 4 (ICPS 4) in Barangay Tubod, Iligan City on October 22, 2021.  https://t.co/aUelgFo4hA",en,[],['https://fb.watch/8NKqn_cjvd/'],[],0,15,38,[],[],https://twitter.com/pnppio/status/1451338704748908555,False,,0,,,,,,,,[],,,,
1451324145002639370,1451324145002639370,2021-10-22 07:06:55 Malay Peninsula Standard Time,2021-10-22,07:06:55,+0800,241394761,pnppio,Philippine National Police,,"Arrival in Cagayan de Oro City October 21, 2021  Nagpapasalamat tayo sa Philippine Army 4th Infantry ‘Diamond’ Division (4ID) sa pangunguna ni Major General Romeo Brawner Jr., commander ng 4ID.  https://t.co/zp8Qdz4R4R",tl,[],['https://www.facebook.com/100044524385640/posts/417580109736132/?d=n'],[],0,7,25,[],[],https://twitter.com/pnppio/status/1451324145002639370,False,,0,,,,,,,,[],,,,
1451320159147229184,1451320159147229184,2021-10-22 06:51:04 Malay Peninsula Standard Time,2021-10-22,06:51:04,+0800,241394761,pnppio,Philippine National Police,,"UPDATE: PNP Health Service recorded the following total number of confirmed COVID-19 cases, death and recoveries on October 22, 2021:   #PulisNgPilipino #WeServeAndProtect #COVID19 #coronavirus #COVID19PH  https://t.co/5enzGQHK0a  https://t.co/EyNPCuygbF  https://t.co/JZOi5lkmE0",en,[],"['https://facebook.com/GeneralEleazar', 'https://facebook.com/pulismagiting']",['https://pbs.twimg.com/media/FCQf-4GVIAIhbiz.jpg'],0,12,26,"['pulisngpilipino', 'weserveandprotect', 'covid19', 'coronavirus', 'covid19ph']",[],https://twitter.com/pnppio/status/1451320159147229184,False,,1,https://pbs.twimg.com/media/FCQf-4GVIAIhbiz.jpg,,,,,,,[],,,,
1451319650839449601,1451319650839449601,2021-10-22 06:49:03 Malay Peninsula Standard Time,2021-10-22,06:49:03,+0800,241394761,pnppio,Philippine National Police,,"Philippine National Police (PNP) Chief Police General Guillermo Lorenzo T. Eleazar leads the inauguration and blessing of the Iligan City Police Station 4 (ICPS 4) in Barangay Tubod, Iligan City on October 22, 2021.  https://t.co/mRI3E3hUVb",en,[],['https://fb.watch/8NFYfSehJD/'],[],0,11,35,[],[],https://twitter.com/pnppio/status/1451319650839449601,False,,0,,,,,,,,[],,,,
1451319411118252032,1451319411118252032,2021-10-22 06:48:06 Malay Peninsula Standard Time,2021-10-22,06:48:06,+0800,241394761,pnppio,Philippine National Police,, https://t.co/qyoIrTfSG6,zxx,[],['https://fb.watch/8NFW-5GNlI/'],[],0,2,16,[],[],https://twitter.com/pnppio/status/1451319411118252032,False,,0,,,,,,,,[],,,,
